,Review,Rating
18260,Laser printer itself a great plus point while considering printers for it speed and performance and low maintenance.. that too ..pantum printer with wifi printing support in which documents can be directly printed from smartphone makes the deal even more better to be purchased that suits anybody..the ppm pages per minute is also upto the level. Wifi printer makes us get rid of laptops and desktops or to look after some printing shops ..it gives great printing experience to the customers..only...,5
18261,"Very good Quality printer, happy with perfromance. Wifi often times getting refreshed. Need to intall the driver again.over all its very simple to use. Happy with purchase",4
18262,Thanks,4
18263,"It's the best, too easy installation loved it",5
18264,Chep and best,3
18265,"Bang for the buck !! Fast to response , easy to install, takes very less space",5
18266,Good,3
18267,Printer is awesome,5
18268,HP printer not resist,1
18269,Excellent product. Met my needs,5
18270,Nice Quality Hp Printer,5
18271,It's not functioning properly when I install software and driver.,2
18272,Awesome product,5
18273,Good,4
18274,VERY NICE PRINTER ... WORKING FINE ... LOOKS ALSO VERY GOOD ... RUF AND TUFF .... OUT PUT PRINT QUALITY IS VERY NICE ... TOTLY OVER ALL PRODUCT IS VERY FINE ....,4
18275,"Been using this for over a month now.the biggest advantage is no more ink spills and more economic than normal inkjet ones. But the only problem is that the paper tray that holds the paper is shorter than the paper size, which bends the paper slightly at the top end.now when we use this paper to print on the other side, it causes paper jam.so what I do is I insert the paper on the tray just before printing anything . Hp could do something to improve this. Otherwise everything is perfect.",4
18276,"Bought it in BB sale for 7000, with exchange offer. Thank you Flipkart. The printer is good. Checked printing, scanning and copying. All working fine and the result is of super quality.",5
18277,Onr of the best printer smooth functioning and amazing look i am very happy with the product and even with after sales,5
18278,Printing quality is not too clear to praise. Paper tray(input) seems to be slightly jammy but operates flawless when bundled with at least ten pages at a time. Cost effective for home purpose or school projects.,4
18279,"The printer is working fine since its purchase .Ink levels are reduced after printing just 1000 pages .Photocopy quality and scanning quality are not good .The images arent clear and sharp.
Printing is good .We can print photographs too .But has problems with photo paper .
Printing black n white is fast ,but colour printing takes about 60 seconds .",5
18280,"Got it at 7469 rs with 10% credit card didcount... Normal printout is great and low cost, but photo parer printing not so god nor bad, photo pare printout apoer a little darkish not like original photo, i khow this type of printer not for photo printing but acceptable, I'm happy with this product...",4
18281,Very Good Printer for Home Use & easy to install. Print quality is at par and with the ink quantity you are sure to take many printouts in one refill. Compact design of this device doesn't need much space to place it and use it.,5
18282,Worth buying. Fast delivery by Flipkart. Easy to installed. Good quality printing.,5
18283,product is good but i feel some problem during the time of exchange . old printer was good in condition but the ekart member does not agree to take my old printer this is very bad. otherwise printer is very good it takes less time to print any normal type print but during photo printing it takes little bit of extra time.,4
18284,nice,5
18285,"Great product.
1.WARRANTY ISSUE: Do not blame Flipkart for it, this happen in all online purchases. Solution is call HP service centre( after registering your product) and share your invoice and serial number on the mail they will send you . They will update warranty in 2 days.

Note: Beware that the serial no. on your invoice and box of printer is same . If not do not open the box and return the product ( you will not get warranty of even single day).


2.OGT CONNECTION: Yes it supports mo...",4
18286,I m very happy with this. No issues. Easy to use. It's not a problem. It would be nice if the printer had lights between the buttons and the display.,5
18287,Awesome product at an excellent price. I got rid of my old inkjet that too at a reasonable exchange price and additional discount for the product.,5
18288,"worth for money, Easy installation and service from HP within 24hrs of installation request..
Realibility and printing quality is so good..
I recommend to all...
But no wireless printing option..
Other than Good product is excellent.",5
18289,"All good . Preety cool printer . Easy to install
Over all good",5
18290,"Excellent product and options all good it is taking all types of patterns, sizes, easy to use, filling refills also very easy and very friendly printer, worth for the price I bought it on sale",5
18291,Nice work to print bond paper or photo paper. We get Suitable clarity for each printing,5
18292,Good,4
18293,"Excellent, worth for money",5
18294,this itam really waste and useless (only cannon printer) don't buy hp products,2
18295,"This is not been attended by any service engineering, how you are clossing this without resolution i can not understand. Please do this replacement on urgent basis as this is affecting my business.

Please privide me your email address to send you legal not you cant not cheat like this.

This is secon time my request has been rejected without attended any service representative from Flipkart.",1
